Generation,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity
195,6.7532531173020836,4.255141127909471,0.05359484257738095,15.688439923669366
196,6.784865589913888,4.274813973806967,0.0550025375625,15.766502609938783
197,6.79535723303125,4.306295010253985,0.053855715710912695,15.71659613690058
198,6.686369464188889,4.181569356048909,0.05483141062420636,16.04545078964958
199,6.708246148327778,4.23837525553787,0.053331656094047615,16.044195797689767
200,6.748698262304168,4.2937424218936355,0.052820157034126985,15.971413859262338
201,6.7911586370305566,4.308522000076374,0.054196408938095235,15.65670171346433
202,6.717663985039583,4.245211933443708,0.0533814994093254,15.941866639552012
203,6.794590184659723,4.2835184278363005,0.053514081192658734,15.706310904980466
204,6.7989545485673615,4.270350356727669,0.055133217761706356,15.773494169255747
205,6.767643770335416,4.260364598096962,0.05678664102896826,16.047273238489485
206,6.820867630786112,4.2940966540408665,0.057102685806150785,15.705357917051053
207,6.7891771631631945,4.260746928424192,0.05867477055694444,15.90421085954566
208,6.846889708448612,4.340811869883046,0.05762794415535715,15.668689238462454
209,6.8204412365326395,4.225408048955929,0.060393213343849214,15.606606602746702
210,6.7903621996937495,4.204731082874593,0.0631665621968254,15.66992390299742
211,6.786301499739583,4.215210501435691,0.060526726940079364,15.649998863252062
212,6.789657129240277,4.181447980073243,0.061759931509325405,15.507039493253322
213,6.880441057811113,4.317908073222522,0.05957727159107142,15.393431849896256
214,6.848415892458334,4.326416736002081,0.05782247944007936,15.610262714310819
215,6.874091362406944,4.306727766288801,0.060574214435714285,15.289103394812658
216,6.873458352377778,4.337856470158059,0.05742151958452382,15.30625153423023
217,6.897032963589585,4.39328849612502,0.05570454930376984,15.437686441095037
218,6.8724869148194445,4.339073236389457,0.0551633771827381,15.524182229497278
219,6.794904532571527,4.3110502562930835,0.05585204255654762,15.98356344411451
220,6.842135486595139,4.362754840938019,0.05459871085972222,15.806544353405009
221,6.784201377805557,4.307642661948316,0.052875404918650795,16.055278712565066
222,6.837337401355555,4.3175540073841026,0.05475771179285714,15.564229165722587
223,6.769488638216666,4.282726156278101,0.05578054155793651,15.860798199608649
224,6.810306273279862,4.246522584762674,0.056793783993849205,15.594557947766427
225,6.822237194125,4.278458534823377,0.05534566192936508,15.614702825347061
226,6.834281093192361,4.271178254723908,0.05485009807202381,15.427249893044124
227,6.870709897059029,4.325965958203277,0.05627864021051587,15.405931841387176
228,6.8358987153763895,4.325433196370275,0.056654567029166665,15.690939197796583
229,6.812762764137501,4.269778391944375,0.05754762239563493,15.63614310579894
230,6.850446189295834,4.334184450108555,0.0560623506718254,15.635749361127202
231,6.7922976535,4.270497441653831,0.05219724889444445,15.730937510910298
232,6.757026430130556,4.221767789642744,0.052817736405357155,15.762151086059008
233,6.75583851995486,4.25405045182944,0.053501797032539676,15.759407675215893
234,6.766681954514584,4.299781438835989,0.053941350506150794,15.773203134048364
235,6.797929667735416,4.330709175584679,0.05595777134345238,15.792860910253012
236,6.817345631237501,4.331962377551418,0.05523338322003968,15.548706543862087
237,6.864067180302084,4.424480736888231,0.05313165679305556,15.554468756310614
238,6.816488969694444,4.364395969277221,0.05260015740952381,15.713204050916044
239,6.718702580623612,4.33695759956624,0.05181157521051587,16.089049320397734
240,6.846978477050695,4.4224335235026775,0.05072485068373016,15.409152667298779
241,6.802293376198612,4.356061816802669,0.05072594854087301,15.495724217809366
242,6.882220009572222,4.472698099066534,0.05001473071746032,15.27100490437992
243,6.754766830107638,4.353980400070022,0.05080158996507937,15.729388092247458
244,6.832122282425694,4.366939739662844,0.05339930198968254,15.336095584806062
245,6.820339586549999,4.386271592371784,0.05190035470833333,15.77598678353426
246,6.795716273775,4.358998403131519,0.05270216430515873,15.845048453155924
247,6.804636800513196,4.333452014834263,0.05058194125813492,15.656512315873686
248,6.771452674750695,4.327621532567775,0.049279024340476194,15.755561531292365
249,6.8103383950923595,4.359701415549684,0.05287229766607143,15.563668640931569
250,6.798035294883334,4.316441843155718,0.05350956276726192,15.582881656099689
251,6.864940146879166,4.378412951493557,0.05448810423194445,15.356267837357093
252,6.8733827041993045,4.389088358095669,0.05375827836507937,15.550382492700445
253,6.79063742078889,4.293654023641541,0.0531720219843254,15.976888207904436
254,6.824161312015973,4.276233802630918,0.0528699936061508,15.60040267371818
255,6.872123321776389,4.334110383488246,0.05066682870079365,15.139021286570172
256,6.832842770545138,4.248774580318982,0.051006801120436505,15.326298205109968
