Selected_IDs,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity,Property_Diversity,Composite_Score
66;82;128;211;228;233;293;316,6.116675284625,2.6859979131663247,0.01708074535714286,16.856293015308626,4.227397948483909,0.26053227665744455
66;85;92;140;211;235;266;300,6.48571212975,3.2697410965794234,0.0,15.327082360852298,3.486103096325858,0.2605156553943623
1;12;62;140;194;236;257;266,6.08966751675,3.057625603842968,0.018571428571428572,19.97660320332162,3.95863973994807,0.2604410297782988
12;127;128;140;233;236;257;313,6.4480061397499995,3.1475817657555663,0.01612903225,16.707489466244674,4.128705752691082,0.26039192127953315
28;68;85;127;128;196;211;284,6.95216335075,4.058502414609912,0.01708074535714286,18.30135729623288,3.924916388143879,0.2603643821456676
68;82;101;228;266;276;284;318,5.443322331875,2.7120416272083148,0.0,21.811081799089646,3.7791835083259357,0.26035692390143805
12;66;80;91;101;197;236;316,6.03160888525,3.1742752824748557,0.0,19.190034743423585,3.849098750322651,0.2602734034516165
86;101;127;128;236;257;293;318,7.12110335775,3.7382250450560575,0.01708074535714286,14.262728824079725,3.8484401907187142,0.260267990151951
1;12;76;82;85;123;140;211,6.817030433,3.5093565816269785,0.034232804250000005,17.70093126956306,3.7808425140850384,0.2602378806658836
68;82;121;128;140;164;211;316,5.3340567145,2.079457153890087,0.0304736025,21.917575351929706,4.334393186751038,0.26023486394215156
12;34;62;85;106;192;211;316,5.67453023725,2.6686623055839673,0.0,19.13924016264218,4.623677382459081,0.26022967660375607
12;82;101;121;168;187;211;293,5.82658607475,2.4936177343968198,0.01708074535714286,18.325815584120598,4.069505573553193,0.260074813202518
1;12;80;82;101;125;140;236,6.11346017525,3.522874873277122,0.0,20.84671723932311,3.415095898545579,0.26005326835587383
1;28;82;86;101;140;228;284,5.694951609625001,2.4810072598855646,0.022857142857142857,20.234566647670306,3.730253611444716,0.25999805528604075
1;28;82;132;211;228;284;316,5.81915272475,2.581371431377187,0.015714285714285715,18.85826855948314,4.503387722013496,0.2599759005121516
1;68;82;140;196;211;228;257,6.2634213106250005,3.5106134493386083,0.015714285714285715,21.080511469722442,3.9868321312809627,0.2599645710631225
28;85;106;127;140;211;266;284,5.97969103,2.9435214254373787,0.022857142857142857,20.688151518318243,4.18830527028173,0.2599345874194689
12;62;101;183;187;202;211;236,6.4545785017499995,3.1383030186559306,0.01708074535714286,16.609244247877626,4.353519733872719,0.2599116853700102
80;82;85;101;120;228;257;293,5.96477095925,3.2985972092620224,0.0,20.698650560877873,3.7254202083166192,0.2598626823350528
28;62;82;85;102;127;140;318,6.135018096874999,3.3893445404265585,0.018571428571428572,21.82153040802786,4.211722722976791,0.25985371975321525
62;118;122;127;140;211;228;276,6.12210972675,3.240580958672501,0.018571428571428572,20.87657856678922,4.07746064880228,0.2598522070589822
12;28;82;85;128;211;276;293,6.4615853185,2.988449083144058,0.03748890860714286,17.822365940465723,3.9192317357566124,0.2596657724916521
28;62;82;85;211;212;225;228,6.43478021575,3.5962794780390115,0.0,18.052051549590843,4.275003859555655,0.25957822702533484
4;28;34;62;80;127;211;257,6.037171544625,2.91346438063304,0.0,17.125403857050696,4.118715510581874,0.2595039290440977
68;106;123;128;140;224;233;257,5.909033915375,2.88465095678694,0.0,18.211886634081345,3.2988795997157916,0.2594979731509689
82;101;128;228;233;236;284;316,5.852202807375001,2.5477070575610847,0.01708074535714286,18.362816396235058,4.012944786586738,0.2594824191204958
12;81;82;85;91;101;123;284,6.348708177874999,3.341988674618995,0.018518518535714287,19.244836392962316,3.9025838093564964,0.25943309055844477
66;82;128;129;140;211;236;266,5.959118674625,2.529767715243895,0.01708074535714286,17.14161631485909,4.030316590946869,0.2594173126654808
28;68;85;120;123;140;211;318,6.49852895275,3.7564038626114042,0.02419354839285714,21.391711583269508,3.617894929827344,0.2594163645149947
28;62;66;91;101;127;211;236,7.27119274525,3.7813067095208748,0.03185907046428572,14.648223644665551,3.5385459029287283,0.2593264628943126
12;128;132;211;236;240;300;318,6.836132580875,3.1789083342451336,0.01708074535714286,12.949950548024223,3.950057237982908,0.2593212474968443
1;68;85;101;224;233;236;257,7.1324839835,3.8163314028918225,0.0,12.518757936337732,3.432482396302173,0.2591489276048943
1;28;85;123;127;211;254;293,7.33573085925,4.187258903463446,0.015714285714285715,14.991462648537786,3.5032610249705756,0.2591108073051017
82;85;101;123;127;140;236;318,6.973278607625,4.0473871583229375,0.022727272714285714,18.458458992313076,3.856089695758443,0.2590233090857539
82;128;194;211;236;266;284;293,5.77680800325,2.395205587475509,0.034937888214285714,20.037675205878905,4.204496784031951,0.2589148362473833
66;68;128;155;211;276;316;318,6.781680276875,3.539495647465414,0.01708074535714286,16.040007768040873,4.408793424015601,0.2589042801575365
62;82;86;101;140;192;257;316,5.45589899325,2.2385556037264074,0.018571428571428572,20.21292689713803,4.352121819386112,0.2588676498308009
